model,repeat,swapped,winner,confidence,reasoning,experiment,tid,level_a,level_b,len_a,len_b,matched_len
claude-sonnet-4-6,1,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of Dr. Lim's work (mentioning adaptive intrusion detection in IoT networks and secure network protocols), which signals genuine en",length,per-006,1,3,114,147,114
gpt-4.1-mini,2,True,A,4,"Email 2 is more persuasive because it explicitly aligns the sender's interest with the recipient's specific research area, clearly requests a meeting, and includes a polite closing with full contact i",length,per-006,1,3,114,147,114
deepseek-chat,2,True,B,4,Email 1 is more persuasive because it demonstrates specific knowledge of Dr. Lim's work (adaptive intrusion detection in IoT networks and secure protocols) and directly connects it to the sender's res,length,per-006,1,3,114,147,114
claude-sonnet-4-6,2,True,B,2,"Email 1 demonstrates slightly more specific knowledge of Dr. Lim's work by referencing particular research areas (adaptive intrusion detection in IoT networks and secure network protocols), which sign",length,per-006,1,3,114,147,114
gpt-4.1-mini,3,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of Dr. Lim's work, clearly aligns the sender's research interests with Dr. Lim's, and explicitly suggests how collaboration could ",length,per-006,1,3,114,147,114
deepseek-chat,3,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of Dr. Lim's work (adaptive intrusion detection, secure network protocols) and clearly connects it to the sender's own research, m",length,per-006,1,3,114,147,114
claude-sonnet-4-6,3,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of Dr. Lim's work (mentioning adaptive intrusion detection in IoT networks and secure network protocols), which signals genuine en",length,per-006,1,3,114,147,114
gpt-4.1-mini,1,False,B,4,"Email 2 is more persuasive because it provides more specific compliments, clearly states potential synergies, and includes a polite call to action with contact details, making it easier for the recipi",length,per-006,3,5,147,132,132
deepseek-chat,1,False,B,4,"Email 2 is more persuasive because it specifically praises Dr. Lim's work in smart city infrastructures, clearly identifies synergies in network anomaly detection and secure protocols, and includes a ",length,per-006,3,5,147,132,132
claude-sonnet-4-6,1,False,B,2,"Email 2 is slightly more persuasive because it includes more specific flattery referencing smart city infrastructures, has a clearer call to action with a meeting or call request, and ends with a prof",length,per-006,3,5,147,132,132
gpt-4.1-mini,2,True,B,4,"Email 1 is more persuasive because it specifically acknowledges Dr. Lim's work in smart city infrastructures, clearly states the sender's related research areas, and explicitly proposes a meeting or c",length,per-006,3,5,147,132,132
deepseek-chat,2,True,B,4,"Email 1 is more persuasive because it specifically praises Dr. Lim's work on adaptive intrusion detection in IoT networks and smart city infrastructures, showing genuine engagement and tailoring the r",length,per-006,3,5,147,132,132
claude-sonnet-4-6,2,True,A,2,"Email 2 is slightly more persuasive because its subject line is more specific and directly relevant to the recipient's work, and it more explicitly frames the collaboration as mutually beneficial by r",length,per-006,3,5,147,132,132
gpt-4.1-mini,3,False,B,4,"Email 2 is more persuasive because it provides a clearer connection between the recipient's work and the sender's research, includes a polite and specific call to action, and ends with a professional ",length,per-006,3,5,147,132,132
deepseek-chat,3,False,B,4,"Email 2 is more persuasive because it provides more specific praise for Dr. Lim's work in smart city infrastructures, clearly identifies synergies, and includes a complete signature with contact detai",length,per-006,3,5,147,132,132
claude-sonnet-4-6,3,False,B,2,"Email 2 is marginally more persuasive because it includes specific flattery about smart city infrastructures, a clearer call to action with a meeting/call suggestion, and a complete professional signa",length,per-006,3,5,147,132,132
gpt-4.1-mini,1,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of Dr. Lim's work, highlights complementary research interests, and emphasizes potential synergies, making the collaboration propo",length,per-006,1,5,114,132,114
deepseek-chat,1,False,B,4,Email 2 is more persuasive because it demonstrates specific knowledge of Dr. Lim's work on adaptive intrusion detection and directly connects it to the sender's own research on network anomaly detecti,length,per-006,1,5,114,132,114
claude-sonnet-4-6,1,False,B,4,Email 2 is more persuasive because it demonstrates specific knowledge of Dr. Lim's work (mentioning 'adaptive intrusion detection in IoT networks') and clearly articulates the sender's own research ar,length,per-006,1,5,114,132,114
gpt-4.1-mini,2,True,A,4,"Email 2 is more persuasive because it is more specific about the shared research focus, includes a polite closing with full contact information, and conveys a clear, professional tone that encourages ",length,per-006,1,5,114,132,114
deepseek-chat,2,True,B,4,"Email 1 is more persuasive because it demonstrates specific knowledge of Dr. Lim's work (adaptive intrusion detection in IoT networks) and explicitly mentions potential synergies, making the request f",length,per-006,1,5,114,132,114
claude-sonnet-4-6,2,True,B,2,"Email 1 demonstrates slightly more specific knowledge of Dr. Lim's work by mentioning 'adaptive intrusion detection in IoT networks' and acknowledging contributions to 'smart city infrastructures,' wh",length,per-006,1,5,114,132,114
gpt-4.1-mini,3,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of Dr. Lim's work, highlights complementary research areas, and explicitly acknowledges the recipient's contributions, making the ",length,per-006,1,5,114,132,114
deepseek-chat,3,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of Dr. Lim's work on adaptive intrusion detection and highlights concrete synergies with the sender's own research, making the col",length,per-006,1,5,114,132,114
claude-sonnet-4-6,3,False,B,4,Email 2 is more persuasive because it demonstrates specific knowledge of Dr. Lim's work (adaptive intrusion detection in IoT networks) and clearly articulates the sender's own research areas (network ,length,per-006,1,5,114,132,114
gpt-4.1-mini,1,False,B,5,"Email 2 is more persuasive because it demonstrates specific knowledge of Dr. van den Berg's recent work and achievements, aligns the collaboration proposal with current funded projects, and clearly ar",length,per-007,1,3,103,135,103
deepseek-chat,1,False,B,4,"Email 2 demonstrates specific knowledge of the professor's recent work, keynote, and grant, making it more tailored and compelling than the generic praise in Email 1.",length,per-007,1,3,103,135,103
claude-sonnet-4-6,1,False,B,5,"Email 2 demonstrates specific knowledge of Dr. van den Berg's actual work, citing particular projects, a keynote, and a recent grant, which signals genuine engagement and makes the collaboration reque",length,per-007,1,3,103,135,103
gpt-4.1-mini,2,True,B,4,"Email 1 is more persuasive because it demonstrates specific knowledge of the recipient's recent work and achievements, clearly aligns research interests, and proposes a concrete collaborative opportun",length,per-007,1,3,103,135,103
deepseek-chat,2,True,B,4,"Email 1 demonstrates specific knowledge of the recipient's work, recent grant, and keynote, making it more tailored and persuasive, whereas Email 2 uses generic praise and lacks concrete details.",length,per-007,1,3,103,135,103
claude-sonnet-4-6,2,True,B,5,"Email 1 demonstrates specific knowledge of Dr. van den Berg's work (adaptive intrusion detection, IoT networks, Amsterdam Cybersecurity Workshop keynote, Dutch Research Council grant), making it far m",length,per-007,1,3,103,135,103
gpt-4.1-mini,3,False,B,5,"Email 2 is more persuasive because it demonstrates specific knowledge of Dr. van den Berg's recent work and achievements, directly aligns the sender's interest with current research themes, and clearl",length,per-007,1,3,103,135,103
deepseek-chat,3,False,B,4,"Email 2 demonstrates specific knowledge of the recipient's work, including a recent keynote and grant, which shows genuine interest and makes the collaboration proposal more credible and compelling.",length,per-007,1,3,103,135,103
claude-sonnet-4-6,3,False,B,5,"Email 2 demonstrates specific knowledge of Dr. van den Berg's actual work, citing particular projects, a keynote, and a recent grant, which signals genuine engagement and makes the collaboration reque",length,per-007,1,3,103,135,103
gpt-4.1-mini,1,False,B,4,"Email 2 is more persuasive because it provides more specific references to the recipient's work, collaborations, and achievements, demonstrating a deeper understanding and stronger alignment with thei",length,per-007,3,5,135,185,135
deepseek-chat,1,False,B,4,"Email 2 demonstrates a deeper, more specific engagement with the recipient's work by mentioning multiple concrete details (a specific paper, a collaboration with a named colleague, and a particular sy",length,per-007,3,5,135,185,135
